"time_aedt","code","volume","price_doll_mwh","date"
"08:37","EHG2024",24,120.2,2024-02-13
"08:37","EHG2024",12,120.2,2024-02-13
"10:11","BQH2025",1,108,2024-02-13
"10:18","BNM2024",2,90,2024-02-13
"10:18","BVZ2024",2,0,2024-02-13
"10:18","BVU2024",2,0,2024-02-13
"10:18","BVM2025",2,0,2024-02-13
"10:18","HVM2025",2,57.25,2024-02-13
"10:18","BVH2025",2,0,2024-02-13
"10:18","BNZ2024",1,78.3,2024-02-13
"10:19","BNM2025",1,96.75,2024-02-13
"10:19","BQM2024",2,80,2024-02-13
"10:20","GNM2024",2,13.75,2024-02-13
"10:20","GNM2024",2,13.75,2024-02-13
"10:20","BQH2025",1,108,2024-02-13
"10:20","BQH2024",2,117.5,2024-02-13
"10:23","BNM2024",1,91.25,2024-02-13
"10:26","BNM2024",1,91.25,2024-02-13
"10:31","BNM2024",1,91.25,2024-02-13
"10:39","BNM2024",1,91.5,2024-02-13
"10:45","BQH2024",1,117.25,2024-02-13
"10:45","BQH2024",1,117.25,2024-02-13
"10:46","BQH2024",1,117,2024-02-13
"10:46","GNM2024",2,14,2024-02-13
"10:55","BQM2025",1,77.5,2024-02-13
"11:03","GNH2025",1,31,2024-02-13
"11:06","BQH2024",1,116,2024-02-13
"11:09","BNZ2024",3,0,2024-02-13
"11:09","BNM2025",3,0,2024-02-13
"11:09","BNH2025",3,0,2024-02-13
"11:09","HNM2025",3,92.5,2024-02-13
"11:09","BNU2024",3,0,2024-02-13
"11:09","BNU2024",2,91,2024-02-13
"11:09","BNM2024",1,91.25,2024-02-13
"11:09","BNM2024",1,91.25,2024-02-13
"11:09","BNZ2024",1,78.5,2024-02-13
"11:09","BNH2025",1,103,2024-02-13
"11:10","GNH2025",5,31,2024-02-13
"11:10","BNU2024",2,91,2024-02-13
"11:10","BQM2024",1,80,2024-02-13
"11:10","BNH2025",1,103,2024-02-13
"11:10","BNM2024",2,91.25,2024-02-13
"11:14","BNM2024",2,91.25,2024-02-13
"11:14","BNZ2024",2,0,2024-02-13
"11:14","BNM2025",2,0,2024-02-13
"11:14","BNH2025",2,0,2024-02-13
"11:14","HNM2025",2,92.5,2024-02-13
"11:14","BNU2024",2,0,2024-02-13
"11:15","BVU2024",2,62.5,2024-02-13
"11:15","BVM2025",2,65.5,2024-02-13
"11:15","BNM2025",1,97.5,2024-02-13
"11:17","BNU2025",2,100.1,2024-02-13
"11:17","HNZ2025",2,96.4,2024-02-13
"11:17","BNM2025",2,97.36,2024-02-13
"11:17","BNH2025",2,103.09,2024-02-13
"11:17","BNZ2025",2,85.21,2024-02-13
"11:18","BNM2024",1,91,2024-02-13
"11:21","BNZ2024",1,78.98,2024-02-13
"11:21","BNM2025",1,97.53,2024-02-13
"11:21","BNH2025",1,103.27,2024-02-13
"11:21","HNM2025",1,92.7,2024-02-13
"11:21","BNU2024",1,91.3,2024-02-13
"11:21","BNZ2024",5,0,2024-02-13
"11:21","BNM2025",5,0,2024-02-13
"11:21","BNH2025",5,0,2024-02-13
"11:21","HNM2025",5,92.52,2024-02-13
"11:21","BNU2024",5,0,2024-02-13
"11:23","BNM2024",1,91.5,2024-02-13
"11:23","BNH2024",1,79,2024-02-13
"11:23","BQU2026",1,80,2024-02-13
"11:29","BNZ2024",1,0,2024-02-13
"11:29","BNM2025",1,0,2024-02-13
"11:29","BNH2025",1,0,2024-02-13
"11:29","HNM2025",1,92.6,2024-02-13
"11:29","BNU2024",1,0,2024-02-13
"11:34","BVH2025",1,59.5,2024-02-13
"11:38","BVH2025",2,59.5,2024-02-13
"11:42","BQM2025",4,77,2024-02-13
"11:42","BNM2025",1,97.5,2024-02-13
"11:43","BNU2025",1,100,2024-02-13
"11:43","HNZ2025",1,96.3,2024-02-13
"11:43","BNM2025",1,97.26,2024-02-13
"11:43","BNH2025",1,102.98,2024-02-13
"11:43","BNZ2025",1,85.12,2024-02-13
"11:44","BNZ2024",1,78.98,2024-02-13
"11:44","BNM2025",1,97.53,2024-02-13
"11:44","BNH2025",1,103.27,2024-02-13
"11:44","HNM2025",1,92.7,2024-02-13
"11:44","BNU2024",1,91.3,2024-02-13
