"time_aedt","code","volume","price_doll_mwh","date"
"09:08","EHH2024",12,167.4,2024-01-22
"09:08","EHJ2024",18,155.45,2024-01-22
"09:08","EEH2024",12,177.15,2024-01-22
"09:08","EEH2024",12,177.15,2024-01-22
"09:08","EAU2025",12,191.75,2024-01-22
"09:08","EAM2027",12,164,2024-01-22
"09:08","EEZ2026",12,73.4,2024-01-22
"09:10","EDH2024",14,190,2024-01-22
"10:01","BQH20240012000P",5,7,2024-01-22
"10:01","BQH20240012000P",5,7.17,2024-01-22
"10:03","BQH20240012000P",3,7,2024-01-22
"10:03","BQZ2024",2,0,2024-01-22
"10:03","BQU2024",2,0,2024-01-22
"10:03","HQM2025",2,96.5,2024-01-22
"10:03","BQM2025",2,0,2024-01-22
"10:03","BQH2025",2,0,2024-01-22
"10:10","BVH2024",1,52,2024-01-22
"10:11","BQZ2024",3,0,2024-01-22
"10:11","BQU2024",3,0,2024-01-22
"10:11","HQM2025",3,96.5,2024-01-22
"10:11","BQM2025",3,0,2024-01-22
"10:11","BQH2025",3,0,2024-01-22
"10:12","BQH2024",1,142.99,2024-01-22
"10:12","BQH2024",4,144,2024-01-22
"10:12","BQH2024",2,142.5,2024-01-22
"10:13","BQH2024",1,143,2024-01-22
"10:13","BQH2024",2,144,2024-01-22
"10:14","BQH2024",5,144,2024-01-22
"10:15","BQH2024",1,144,2024-01-22
"10:15","BQH2024",3,144,2024-01-22
"10:16","BQH2024",1,144,2024-01-22
"10:16","BQH2024",1,144,2024-01-22
"10:17","BQH2024",2,144,2024-01-22
"10:17","BQH2024",2,144,2024-01-22
"10:17","BQH2024",2,144,2024-01-22
"10:18","BQH2024",1,144,2024-01-22
"10:18","BQH2024",1,144.5,2024-01-22
"10:19","GQH2024",1,50,2024-01-22
"10:22","GNZ2024",5,18.7,2024-01-22
"10:22","GNH2025",1,36,2024-01-22
"10:27","BQH2025",1,116,2024-01-22
"10:27","GNH2025",2,36,2024-01-22
"10:28","BQH2024",3,145.5,2024-01-22
"10:29","BQH2024",1,146,2024-01-22
"10:29","GQH2024",1,52,2024-01-22
"10:29","GNZ2024",10,19,2024-01-22
"10:30","BQH2024",3,146.1,2024-01-22
"10:30","BQH2024",1,147,2024-01-22
"10:31","BQH2024",1,148,2024-01-22
"10:32","BQH2024",2,148,2024-01-22
"10:34","BQH2024",3,149,2024-01-22
"10:34","BQH2024",1,148.5,2024-01-22
"10:35","BQH2024",2,148.5,2024-01-22
"10:38","BQH2026",1,110,2024-01-22
"10:39","BQH2024",1,148.5,2024-01-22
"10:54","BQH2024",2,148.5,2024-01-22
"10:55","BQH2024",2,148.5,2024-01-22
"10:55","BQH2024",1,148.75,2024-01-22
"10:57","BQH2024",2,148.75,2024-01-22
"10:57","BQH2024",5,148.75,2024-01-22
"10:57","GQH2024",5,52.75,2024-01-22
"10:58","GNZ2024",5,19,2024-01-22
"10:59","BQH2024",2,148.75,2024-01-22
"11:00","BQH2024",5,148.75,2024-01-22
"11:00","GQH2024",5,52.75,2024-01-22
"11:01","BQZ2024",1,85.5,2024-01-22
"11:02","BQH2024",4,148.75,2024-01-22
"11:02","GQH2024",4,52.75,2024-01-22
"11:03","GVH2024",1,13,2024-01-22
"11:03","GVH2024",1,13,2024-01-22
"11:03","GVH2024",2,13,2024-01-22
"11:03","BNM2024",1,110.25,2024-01-22
"11:05","BNM2024",1,110.75,2024-01-22
"11:09","BQH2025",2,116,2024-01-22
"11:21","BQH2025",1,115,2024-01-22
"11:21","BNH2025",2,108,2024-01-22
"11:21","BNH2026",1,118.5,2024-01-22
"11:21","BNZ2024",2,85.32,2024-01-22
"11:21","BNM2025",2,112.62,2024-01-22
"11:21","BNH2025",2,107.78,2024-01-22
"11:21","HNM2025",2,103.75,2024-01-22
"11:21","BNU2024",2,109.46,2024-01-22
"11:22","BNZ2024",1,85.32,2024-01-22
"11:22","BNM2025",1,112.62,2024-01-22
"11:22","BNH2025",1,107.78,2024-01-22
"11:22","HNM2025",1,103.75,2024-01-22
"11:22","BNU2024",1,109.46,2024-01-22
"11:35","GQH2024",1,48,2024-01-22
"11:35","GQH2024",1,47.5,2024-01-22
"11:36","GQH2025",2,37,2024-01-22
"11:36","BNZ2024",1,85.32,2024-01-22
"11:36","BNM2025",1,112.62,2024-01-22
"11:36","BNH2025",1,107.78,2024-01-22
