"","time_AEDT","code","volume","price_$_MWh","date"
"1","08:34","EEM2027",12,140.5,2023-10-17
"2","08:48","EAM2026",12,185.9,2023-10-17
"3","08:48","EEM2027",12,140.5,2023-10-17
"4","08:48","EEM2027",12,140.5,2023-10-17
"5","08:48","EHG2024",24,129.1,2023-10-17
"6","08:48","EDG2024",24,158.4,2023-10-17
"7","08:48","EDH2024",3,160.95,2023-10-17
"8","08:48","EDG2024",3,158.4,2023-10-17
"9","10:23","BVZ2023",1,43.5,2023-10-17
"10","10:23","BVZ2023",1,43.25,2023-10-17
"11","10:24","BVZ2023",2,43.5,2023-10-17
"12","10:25","BVU2024",1,86,2023-10-17
"13","10:25","BVM2024",1,87.25,2023-10-17
"14","10:25","BVU2025",2,81.5,2023-10-17
"15","10:25","BVM2025",2,81.5,2023-10-17
"16","10:26","BNZ2023",1,71,2023-10-17
"17","10:30","BNZ2023",2,71,2023-10-17
"18","10:30","BQZ2023",1,64.5,2023-10-17
"19","10:32","BQZ2024",1,80.5,2023-10-17
"20","10:32","BNZ2024",4,0,2023-10-17
"21","10:32","BNH2024",4,0,2023-10-17
"22","10:32","BNM2024",4,0,2023-10-17
"23","10:32","BNU2024",4,0,2023-10-17
"24","10:32","HNZ2024",4,115.5,2023-10-17
"25","10:33","BNZ2023",1,70,2023-10-17
"26","10:34","GQZ2024",1,20,2023-10-17
"27","10:36","BNZ2024",6,0,2023-10-17
"28","10:36","BNH2024",6,0,2023-10-17
"29","10:36","BNM2024",6,0,2023-10-17
"30","10:36","BNU2024",6,0,2023-10-17
"31","10:36","HNZ2024",6,115.5,2023-10-17
"32","10:36","BVM2025",2,81.5,2023-10-17
"33","10:37","GVZ2023",5,5,2023-10-17
"34","10:39","BNZ2024",1,89.25,2023-10-17
"35","10:39","BQZ2024",1,80.5,2023-10-17
"36","10:39","GVZ2023",10,5,2023-10-17
"37","10:39","BNZ2024",1,89.25,2023-10-17
"38","10:40","BNZ2024",1,89.5,2023-10-17
"39","10:40","BNZ2024",1,89.5,2023-10-17
"40","10:41","GVZ2023",5,5,2023-10-17
"41","10:41","BNZ2024",5,0,2023-10-17
"42","10:41","BNH2024",5,0,2023-10-17
"43","10:41","BNM2024",5,0,2023-10-17
"44","10:41","BNU2024",5,0,2023-10-17
"45","10:41","HNZ2024",5,115.75,2023-10-17
"46","10:41","BNZ2024",1,89.75,2023-10-17
"47","10:44","BQZ2024",5,80.5,2023-10-17
"48","10:44","BNZ2024",2,0,2023-10-17
"49","10:44","BNH2024",2,0,2023-10-17
"50","10:44","BNM2024",2,0,2023-10-17
"51","10:44","BNU2024",2,0,2023-10-17
"52","10:44","HNZ2024",2,116,2023-10-17
"53","10:44","BNZ2024",1,89.75,2023-10-17
"54","10:45","BQZ2024",2,81,2023-10-17
"55","10:45","BNZ2024",1,90,2023-10-17
"56","10:45","BNZ2024",1,90,2023-10-17
"57","10:49","BNZ2024",2,0,2023-10-17
"58","10:49","BNH2024",2,0,2023-10-17
"59","10:49","BNM2024",2,0,2023-10-17
"60","10:49","BNU2024",2,0,2023-10-17
"61","10:49","HNZ2024",2,116.25,2023-10-17
"62","10:50","BNZ2024",2,0,2023-10-17
"63","10:50","BNM2025",2,0,2023-10-17
"64","10:50","BNH2025",2,0,2023-10-17
"65","10:50","HNM2025",2,117.25,2023-10-17
"66","10:50","BNU2024",2,0,2023-10-17
"67","10:51","BQU2024",1,99,2023-10-17
"68","10:52","BQZ2024",4,81.5,2023-10-17
"69","10:53","BQM2025",1,96,2023-10-17
"70","10:56","GQZ2024",1,20,2023-10-17
"71","11:00","BQZ2024",1,81.5,2023-10-17
"72","11:00","BNZ2024",8,0,2023-10-17
"73","11:00","BNH2024",8,0,2023-10-17
"74","11:00","BNM2024",8,0,2023-10-17
"75","11:00","BNU2024",8,0,2023-10-17
"76","11:00","HNZ2024",8,116.75,2023-10-17
"77","11:02","BNH2024",1,125.5,2023-10-17
"78","11:02","GNH2024",5,44.75,2023-10-17
"79","11:03","GNZ2023",1,15.5,2023-10-17
"80","11:04","EAH2024",20,143.6,2023-10-17
"81","11:04","EAH20240015500C",100,20,2023-10-17
"82","11:17","BNZ2024",3,0,2023-10-17
"83","11:17","BNM2025",3,0,2023-10-17
"84","11:17","BNH2025",3,0,2023-10-17
"85","11:17","HNM2025",3,117.25,2023-10-17
"86","11:17","BNU2024",3,0,2023-10-17
"87","11:20","BNZ2023",2,70.01,2023-10-17
"88","11:20","BNH2024",1,124.25,2023-10-17
"89","11:26","BQZ2023",2,64.5,2023-10-17
"90","11:26","GQZ2023",2,16.25,2023-10-17
"91","11:26","BNZ2023",2,70.01,2023-10-17
"92","11:26","GNZ2023",2,15.01,2023-10-17
"93","11:29","GNH2024",1,44.25,2023-10-17
"94","11:35","BQU2024",1,98.5,2023-10-17
"95","11:35","BQZ2024",1,81,2023-10-17
"96","11:48","BNZ2024",1,90,2023-10-17
"97","11:48","BNZ2024",1,90,2023-10-17
"98","11:49","BNZ2024",1,90,2023-10-17
"99","12:08","GNZ2023",3,15.25,2023-10-17
"100","12:11","GNH2024",1,44.25,2023-10-17
"101","12:12","GNH2024",1,44.25,2023-10-17
"102","12:12","GNH2024",1,44.25,2023-10-17
"103","12:13","GNH2024",3,44.25,2023-10-17
"104","12:25","BNH2024",2,124,2023-10-17
"105","12:26","BNH2025",2,126,2023-10-17
"106","12:27","BNM2025",2,125,2023-10-17
"107","12:27","BNZ2024",2,0,2023-10-17
