"","time_AEDT","code","volume","price_$_MWh","date"
"1","08:33","EEU2025",12,151.5,2023-10-25
"2","08:33","EHH2024",26,137,2023-10-25
"3","08:36","EHX2023",12,98.5,2023-10-25
"4","09:29","EEU2026",12,144.95,2023-10-25
"5","09:29","EEM2026",12,146.45,2023-10-25
"6","09:30","EEM2024",12,150.2,2023-10-25
"7","10:00","BNZ2024",5,0,2023-10-25
"8","10:00","BNM2025",5,0,2023-10-25
"9","10:00","BNH2025",5,0,2023-10-25
"10","10:00","HNM2025",5,115.5,2023-10-25
"11","10:00","BNU2024",5,0,2023-10-25
"12","10:01","BNM2024",1,122,2023-10-25
"13","10:02","BQZ2024",2,0,2023-10-25
"14","10:02","BQU2024",2,0,2023-10-25
"15","10:02","BQH2024",2,0,2023-10-25
"16","10:02","BQM2024",2,0,2023-10-25
"17","10:02","HQZ2024",2,101.25,2023-10-25
"18","10:03","GQZ2023",5,13,2023-10-25
"19","10:04","BVZ2023",2,38,2023-10-25
"20","10:08","BQH2025",5,117.25,2023-10-25
"21","10:08","BQZ2024",1,0,2023-10-25
"22","10:08","BQU2024",1,0,2023-10-25
"23","10:08","HQM2025",1,96.25,2023-10-25
"24","10:08","BQM2025",1,0,2023-10-25
"25","10:08","BQH2025",1,0,2023-10-25
"26","10:11","BNZ2024",10,0,2023-10-25
"27","10:11","BNH2024",10,0,2023-10-25
"28","10:11","BNM2024",10,0,2023-10-25
"29","10:11","BNU2024",10,0,2023-10-25
"30","10:11","HNZ2024",10,112.5,2023-10-25
"31","10:12","BNZ2024",1,88.11,2023-10-25
"32","10:12","BNH2024",1,119.01,2023-10-25
"33","10:12","BNM2024",1,121.57,2023-10-25
"34","10:12","BNU2024",1,121.48,2023-10-25
"35","10:12","HNZ2024",1,112.5,2023-10-25
"36","10:12","BNU2024",5,122,2023-10-25
"37","10:13","BNM2024",1,122,2023-10-25
"38","10:14","BVU2024",2,84.75,2023-10-25
"39","10:15","BQH2025",1,117.01,2023-10-25
"40","10:15","BQH2025",2,117,2023-10-25
"41","10:16","BQH2025",2,117,2023-10-25
"42","10:19","BQM2024",2,97.5,2023-10-25
"43","10:19","BQU2024",2,96.5,2023-10-25
"44","10:19","BNU2024",1,121.9,2023-10-25
"45","10:19","BQH2025",1,117.1,2023-10-25
"46","10:19","BNM2024",2,121.99,2023-10-25
"47","10:19","BNM2024",2,122,2023-10-25
"48","10:19","BNZ2024",1,0,2023-10-25
"49","10:19","BNM2025",1,0,2023-10-25
"50","10:19","BNH2025",1,0,2023-10-25
"51","10:19","HNM2025",1,115.4,2023-10-25
"52","10:19","BNU2024",1,0,2023-10-25
"53","10:19","BNZ2024",1,0,2023-10-25
"54","10:19","BNH2024",1,0,2023-10-25
"55","10:19","BNM2024",1,0,2023-10-25
"56","10:19","BNU2024",1,0,2023-10-25
"57","10:19","HNZ2024",1,113,2023-10-25
"58","10:20","BVU2024",2,85.25,2023-10-25
"59","10:21","GQH2024",2,56.75,2023-10-25
"60","10:21","BNZ2024",5,0,2023-10-25
"61","10:21","BNM2025",5,0,2023-10-25
"62","10:21","BNH2025",5,0,2023-10-25
"63","10:21","HNM2025",5,115.5,2023-10-25
"64","10:21","BNU2024",5,0,2023-10-25
"65","10:22","BQU2025",1,92,2023-10-25
"66","10:23","BNM2024",1,122.5,2023-10-25
"67","10:23","BQZ2024",2,80,2023-10-25
"68","10:24","BQH2025",2,117.75,2023-10-25
"69","10:24","BQM2025",2,94.9,2023-10-25
"70","10:24","BQM2025",1,94.9,2023-10-25
"71","10:25","BQM2025",2,94.9,2023-10-25
"72","10:27","BNZ2024",5,88.58,2023-10-25
"73","10:33","BQZ2024",2,80.25,2023-10-25
"74","10:42","BQZ2024",2,0,2023-10-25
"75","10:42","BQU2024",2,0,2023-10-25
"76","10:42","BQH2024",2,0,2023-10-25
"77","10:42","BQM2024",2,0,2023-10-25
"78","10:42","HQZ2024",2,102.25,2023-10-25
"79","10:43","BQZ2023",2,60.25,2023-10-25
"80","10:43","BQZ2024",3,80.5,2023-10-25
"81","10:48","BQZ2024",2,0,2023-10-25
"82","10:48","BQU2024",2,0,2023-10-25
"83","10:48","HQM2025",2,98,2023-10-25
"84","10:48","BQM2025",2,0,2023-10-25
"85","10:48","BQH2025",2,0,2023-10-25
"86","11:03","GQZ2023",2,13,2023-10-25
"87","11:07","BQH2025",5,118.25,2023-10-25
"88","11:09","GQZ2023",2,13,2023-10-25
"89","11:09","GQH2024",1,56.75,2023-10-25
"90","11:09","BVZ2026",2,0,2023-10-25
"91","11:09","BVM2026",2,0,2023-10-25
"92","11:09","BVH2026",2,0,2023-10-25
"93","11:09","BVU2026",2,0,2023-10-25
"94","11:09","HVZ2026",2,70.9,2023-10-25
"95","11:11","BVZ2026",2,0,2023-10-25
"96","11:11","BVM2026",2,0,2023-10-25
"97","11:11","BVH2026",2,0,2023-10-25
"98","11:11","BVU2026",2,0,2023-10-25
"99","11:11","HVZ2026",2,70.9,2023-10-25
"100","11:14","BNZ2024",2,0,2023-10-25
"101","11:14","BNH2024",2,0,2023-10-25
"102","11:14","BNM2024",2,0,2023-10-25
"103","11:14","BNU2024",2,0,2023-10-25
"104","11:14","HNZ2024",2,113.5,2023-10-25
"105","11:16","BQM2026",2,87.87,2023-10-25
"106","11:16","BQH2026",2,111.41,2023-10-25
"107","11:16","BQZ2026",2,81.1,2023-10-25
"108","11:16","HQZ2026",2,92,2023-10-25
"109","11:16","BQU2026",2,88,2023-10-25
"110","11:19","BVZ2026",3,0,2023-10-25
"111","11:19","BVM2026",3,0,2023-10-25
"112","11:19","BVH2026",3,0,2023-10-25
"113","11:19","BVU2026",3,0,2023-10-25
"114","11:19","HVZ2026",3,70.9,2023-10-25
"115","11:20","BNZ2023",2,61.5,2023-10-25
"116","11:20","BNM2026",2,0,2023-10-25
"117","11:20","BNU2025",2,0,2023-10-25
"118","11:20","HNM2026",2,122,2023-10-25
"119","11:20","BNZ2025",2,0,2023-10-25
"120","11:20","BNH2026",2,0,2023-10-25
"121","11:23","BVZ2026",2,0,2023-10-25
"122","11:23","BVM2026",2,0,2023-10-25
"123","11:23","BVH2026",2,0,2023-10-25
"124","11:23","BVU2026",2,0,2023-10-25
"125","11:23","HVZ2026",2,70.9,2023-10-25
"126","11:28","BQU2024",2,97.25,2023-10-25
"127","11:29","BQM2024",1,98.25,2023-10-25
"128","11:29","BQZ2024",1,80.1,2023-10-25
"129","11:29","BQU2024",1,97.02,2023-10-25
"130","11:29","BQH2024",1,134.26,2023-10-25
"131","11:29","BQM2024",1,97.92,2023-10-25
"132","11:29","HQZ2024",1,102.25,2023-10-25
"133","11:30","BNZ2024",2,0,2023-10-25
"134","11:30","BNH2024",2,0,2023-10-25
"135","11:30","BNM2024",2,0,2023-10-25
"136","11:30","BNU2024",2,0,2023-10-25
"137","11:30","HNZ2024",2,113.5,2023-10-25
"138","11:32","BVU2024",1,85.5,2023-10-25
"139","11:32","BVM2024",1,88,2023-10-25
"140","11:32","BNU2024",1,122.5,2023-10-25
"141","11:32","BNZ2024",1,88.8,2023-10-25
"142","11:32","BVZ2024",2,51,2023-10-25
"143","11:33","BVZ2024",1,50.5,2023-10-25
"144","11:33","BVZ2024",1,50.5,2023-10-25
"145","11:34","BQM2024",1,97.7,2023-10-25
"146","11:34","BQH2025",2,117.75,2023-10-25
"147","11:42","BQZ2024",2,80,2023-10-25
"148","11:50","BQM2025",2,94.9,2023-10-25
"149","11:58","BVZ2024",5,0,2023-10-25
"150","11:58","BVU2024",5,0,2023-10-25
"151","11:58","BVM2025",5,0,2023-10-25
"152","11:58","HVM2025",5,72.98,2023-10-25
"153","11:58","BVH2025",5,0,2023-10-25
"154","11:59","BVM2024",1,88.5,2023-10-25
"155","12:06","GQU2024",3,20.3,2023-10-25
"156","12:06","GQZ2024",3,19.3,2023-10-25
"157","12:09","BVH2024",2,79,2023-10-25
"158","12:28","GNH2024",10,43.5,2023-10-25
"159","12:35","GNH2024",10,43.25,2023-10-25
"160","12:42","GNH2024",5,42.75,2023-10-25
"161","12:43","BNH2024",2,119.25,2023-10-25
"162","12:44","BVH2024",2,78.25,2023-10-25
"163","12:45","GQH2024",2,56.75,2023-10-25
"164","12:46","GQZ2024",2,19,2023-10-25
"165","12:46","BQZ2024",1,80,2023-10-25
"166","12:47","BNM2026",1,131.3,2023-10-25
"167","12:47","BNU2025",1,129.31,2023-10-25
"168","12:47","HNM2026",1,122,2023-10-25
"169","12:47","BNZ2025",1,95.84,2023-10-25
"170","12:47","BNH2026",1,131.87,2023-10-25
"171","12:55","GNU2024",2,23.5,2023-10-25
"172","12:57","GNH2025",5,40.5,2023-10-25
"173","12:59","GNH2024",3,42.5,2023-10-25
"174","13:00","GNH2024",2,42.5,2023-10-25
"175","13:00","GQH2024",2,56.5,2023-10-25
"176","13:01","GNH2024",1,42.5,2023-10-25
"177","13:02","BVH2024",2,78,2023-10-25
"178","13:02","BVH2024",2,78,2023-10-25
"179","13:03","GNH2024",1,42.5,2023-10-25
"180","13:05","GQH2024",2,56.25,2023-10-25
"181","13:05","GQH2024",2,56.3,2023-10-25
"182","13:05","BQH2025",1,117.5,2023-10-25
"183","13:05","GQH2025",5,43.5,2023-10-25
"184","13:09","HQZ20250007000P",10,3.03,2023-10-25
"185","13:09","HQZ20250014000C",10,3.04,2023-10-25
"186","13:26","BNZ2024",1,88.6,2023-10-25
"187","13:27","BNH2024",1,119,2023-10-25
"188","13:27","BNM2024",1,122.5,2023-10-25
"189","13:31","EHV2023",12,103.9,2023-10-25
"190","13:31","EDV2023",12,126.65,2023-10-25
"191","13:32","EAH2024",12,155.65,2023-10-25
"192","13:33","EDF2024",12,124,2023-10-25
"193","13:33","EDF2024",12,123,2023-10-25
"194","13:33","EHF2024",12,104,2023-10-25
"195","13:33","EAH2026",12,139.05,2023-10-25
"196","13:33","EAU2026",12,186.1,2023-10-25
"197","13:33","EAU2026",12,186,2023-10-25
"198","13:34","EHX2023",12,101.95,2023-10-25
"199","13:34","EHX2023",12,100.95,2023-10-25
"200","13:34","EDX2023",12,127,2023-10-25
"201","13:34","EDX2023",12,126.95,2023-10-25
"202","13:34","EDX2023",12,126.55,2023-10-25
"203","13:34","EDZ2023",12,99.35,2023-10-25
"204","13:34","EDZ2023",12,99.05,2023-10-25
"205","13:34","EDZ2023",12,99.05,2023-10-25
"206","13:34","EDV2023",12,126.75,2023-10-25
"207","13:35","EHZ2023",12,79,2023-10-25
"208","13:35","EAH2026",12,139.55,2023-10-25
"209","13:36","EAH2027",12,129.15,2023-10-25
"210","13:36","EAH2027",12,129.2,2023-10-25
"211","13:36","EDX2023",12,126.9,2023-10-25
"212","13:36","EEH2027",12,89.6,2023-10-25
"213","13:37","EEM2026",12,143.85,2023-10-25
"214","13:37","EEM2026",12,143.8,2023-10-25
"215","13:37","EEM2026",24,142.75,2023-10-25
"216","13:37","EEM2026",12,142,2023-10-25
"217","13:37","BNZ2024",1,88.75,2023-10-25
