"time_aedt","code","volume","price_doll_mwh","date"
"08:33","EDN2024",12,204.1,2024-04-09
"08:33","EHM2024",12,171.8,2024-04-09
"08:33","EHK2024",12,173,2024-04-09
"08:35","EHK2024",12,173,2024-04-09
"08:35","EHM2024",12,171.8,2024-04-09
"08:35","EDN2024",12,204.1,2024-04-09
"08:35","EEU2027",12,122.85,2024-04-09
"08:36","EHQ2024",12,171.7,2024-04-09
"08:36","EDQ2024",12,204.1,2024-04-09
"08:58","EEZ2024",12,107.5,2024-04-09
"08:58","EAZ2024",12,134.5,2024-04-09
"09:28","EDK2024",12,194,2024-04-09
"09:29","EHJ2024",24,190,2024-04-09
"10:00","BVZ2026",13,0,2024-04-09
"10:00","BVM2026",13,0,2024-04-09
"10:00","BVH2026",13,0,2024-04-09
"10:00","BVU2026",13,0,2024-04-09
"10:00","HVZ2026",13,67,2024-04-09
"11:00","GQM2024",1,11,2024-04-09
"11:02","BNZ2024",2,0,2024-04-09
"11:02","BNM2025",2,0,2024-04-09
"11:02","BNH2025",2,0,2024-04-09
"11:02","HNM2025",2,103.25,2024-04-09
"11:02","BNU2024",2,0,2024-04-09
"11:03","HVZ2025",2,67.25,2024-04-09
"11:03","BVM2025",2,0,2024-04-09
"11:03","BVH2025",2,0,2024-04-09
"11:03","BVZ2025",2,0,2024-04-09
"11:03","BVU2025",2,0,2024-04-09
"11:05","BQZ2025",5,80.5,2024-04-09
"11:08","BQZ2025",2,80.32,2024-04-09
"11:10","HQZ20250008500P",2,4,2024-04-09
"11:12","BNZ2024",5,0,2024-04-09
"11:12","BNM2025",5,0,2024-04-09
"11:12","BNH2025",5,0,2024-04-09
"11:12","HNM2025",5,103.25,2024-04-09
"11:12","BNU2024",5,0,2024-04-09
"11:18","BVZ2024",4,0,2024-04-09
"11:18","BVU2024",4,0,2024-04-09
"11:18","BVM2025",4,0,2024-04-09
"11:18","HVM2025",4,68,2024-04-09
"11:18","BVH2025",4,0,2024-04-09
"11:26","BVZ2024",2,0,2024-04-09
"11:26","BVU2024",2,0,2024-04-09
"11:26","BVM2025",2,0,2024-04-09
"11:26","HVM2025",2,68,2024-04-09
"11:26","BVH2025",2,0,2024-04-09
"11:30","HVZ2025",2,67.5,2024-04-09
"11:30","BVM2025",2,0,2024-04-09
"11:30","BVH2025",2,0,2024-04-09
"11:30","BVZ2025",2,0,2024-04-09
"11:30","BVU2025",2,0,2024-04-09
"11:38","BVM2024",2,73.5,2024-04-09
"11:38","BVM2024",2,73.5,2024-04-09
"11:39","BVM2024",2,73.5,2024-04-09
"11:42","BVZ2026",19,0,2024-04-09
"11:42","HVM2027",19,63.25,2024-04-09
"11:42","BVU2026",19,0,2024-04-09
"11:42","BVH2027",19,0,2024-04-09
"11:42","BVM2027",19,0,2024-04-09
"11:42","BVM2024",1,73.5,2024-04-09
"11:51","HVZ2027",5,61.25,2024-04-09
"11:51","BVU2027",5,0,2024-04-09
"11:51","BVZ2027",5,0,2024-04-09
"11:51","BVH2027",5,0,2024-04-09
"11:51","BVM2027",5,0,2024-04-09
"11:55","GNM2024",2,13.5,2024-04-09
"11:58","BVZ2024",4,48.43,2024-04-09
"12:14","BVM2024",2,73.5,2024-04-09
"12:14","BVM2024",1,73.5,2024-04-09
"12:28","BVM2024",1,73.5,2024-04-09
"12:34","BQZ2024",1,82,2024-04-09
"12:34","BQZ2024",1,82,2024-04-09
"12:34","BQZ2024",1,82,2024-04-09
"12:34","BQZ2024",1,82,2024-04-09
"12:34","BQZ2024",1,82,2024-04-09
"12:35","BQZ2024",1,81.5,2024-04-09
"12:40","BQM2024",1,88,2024-04-09
"12:41","BQM2024",2,88,2024-04-09
"12:41","BQM2024",2,88.5,2024-04-09
"12:41","BQM2024",2,88.75,2024-04-09
"12:41","BQM2024",1,88,2024-04-09
"12:41","BQM2024",1,88.75,2024-04-09
"12:42","GQM2024",1,10.5,2024-04-09
"12:44","GNM2024",3,13,2024-04-09
"12:46","GQM2024",2,10.5,2024-04-09
"12:46","BNZ2024",1,88,2024-04-09
"12:46","BNZ2024",1,88,2024-04-09
"12:47","BNZ2024",1,88,2024-04-09
"12:47","BNZ2024",1,88,2024-04-09
"12:47","BNZ2024",1,88,2024-04-09
"12:50","BVZ2024",1,48.5,2024-04-09
"12:50","BVZ2024",1,48.5,2024-04-09
"12:52","GNM2024",2,13,2024-04-09
"12:57","BNZ2024",1,88,2024-04-09
"13:01","BVZ2024",1,48.7,2024-04-09
"13:05","BVM2024",1,73.5,2024-04-09
"13:12","BNU2024",1,104.25,2024-04-09
"13:23","EEZ2024",24,104,2024-04-09
"13:23","EAZ2024",24,131.25,2024-04-09
"13:30","EDK2024",6,201.95,2024-04-09
"13:30","EAM2024",6,205.6,2024-04-09
"13:30","EDU2024",12,160,2024-04-09
"13:30","EDQ2024",6,207,2024-04-09
"13:30","EHU2024",12,134,2024-04-09
"13:30","EDM2024",6,203,2024-04-09
"13:30","EAZ2024",12,135.95,2024-04-09
"13:30","EDK2024",6,201.95,2024-04-09
"13:30","EDJ2024",12,216.9,2024-04-09
"13:30","EHU2024",12,136.95,2024-04-09
"13:30","EHQ2024",12,185,2024-04-09
"13:30","EHN2024",12,184,2024-04-09
"13:30","EEM2024",12,185.3,2024-04-09
"13:31","EAM2024",6,205.6,2024-04-09
"13:31","EDN2024",12,212.15,2024-04-09
"13:31","EDU2024",12,163.75,2024-04-09
"13:31","EDK2024",6,201.45,2024-04-09
"13:31","EHK2024",6,179.5,2024-04-09
"13:31","EHK2024",6,179.5,2024-04-09
"13:31","EDK2024",6,202,2024-04-09
"13:32","EEH2027",12,94.75,2024-04-09
"13:32","EEH2027",12,94.8,2024-04-09
"13:32","EAU2025",12,200.6,2024-04-09
"13:32","EHQ2024",12,185.8,2024-04-09
"13:33","EDU2024",6,163.1,2024-04-09
"13:33","EHQ2024",12,187.6,2024-04-09
"13:33","EHN2024",12,188.45,2024-04-09
"13:33","EEU2024",6,168.4,2024-04-09
"13:33","EAZ2024",12,136.9,2024-04-09
"13:33","EEZ2024",12,108.65,2024-04-09
"13:33","EHQ2024",12,184,2024-04-09
"13:33","EHJ2024",12,193.5,2024-04-09
"13:33","EHN2024",12,182.85,2024-04-09
"13:33","EDQ2024",6,213.2,2024-04-09
"13:33","EAZ2025",12,113.7,2024-04-09
"13:33","EAM2025",12,196.8,2024-04-09
"13:33","EEM2025",12,153.65,2024-04-09
"13:33","EDJ2024",12,212.15,2024-04-09
"13:33","EDK2024",6,202,2024-04-09
"13:33","EHM2024",12,181.5,2024-04-09
"13:33","EHM2024",12,181.8,2024-04-09
"13:33","EHK2024",12,180.5,2024-04-09
"13:33","EAU2025",12,194.7,2024-04-09
"13:33","EEM2025",12,148.1,2024-04-09
"13:33","EAU2025",12,195.15,2024-04-09
"13:33","EEH2025",12,116.55,2024-04-09
"13:33","EEH2027",12,95,2024-04-09
"13:33","EHM2024",12,182,2024-04-09
"13:33","EDK2024",12,204,2024-04-09
"13:34","EDM2024",12,205.7,2024-04-09
"13:34","EHU2024",12,138,2024-04-09
"13:34","EEU2024",12,167.25,2024-04-09
"13:34","EHN2024",12,181.4,2024-04-09
"13:34","EHQ2024",12,181.75,2024-04-09
"13:34","EEM2026",12,141.7,2024-04-09
"13:34","EHN2024",12,183.25,2024-04-09
"13:34","EHQ2024",12,183.1,2024-04-09
"13:34","EHQ2024",12,184.45,2024-04-09
"13:34","EAZ2024",12,136.95,2024-04-09
"13:34","EHQ2024",12,183.5,2024-04-09
"13:34","EDQ2024",6,212.35,2024-04-09
"13:34","EHJ2024",12,192.1,2024-04-09
"13:34","EHJ2024",12,192,2024-04-09
"13:34","EEH2027",12,94.4,2024-04-09
"13:34","EHN2024",12,183.7,2024-04-09
"13:34","EHN2024",12,184.85,2024-04-09
"13:34","EHN2024",12,185.6,2024-04-09
"13:34","EEZ2024",12,110,2024-04-09
"13:34","EEZ2024",12,110.1,2024-04-09
"13:34","EEM2025",12,152.1,2024-04-09
"13:34","EEZ2024",12,109.45,2024-04-09
"13:34","EEH2025",12,116.35,2024-04-09
"13:34","EEH2025",2,117.45,2024-04-09
"13:34","EEH2025",12,117.5,2024-04-09
"13:34","EEH2025",12,117.7,2024-04-09
"13:34","EEH2025",1,117.5,2024-04-09
"13:35","EEU2026",2,141.5,2024-04-09
"13:35","EHQ2024",12,185.3,2024-04-09
"13:35","EDQ2024",12,212.3,2024-04-09
"13:36","EAZ2024",24,137,2024-04-09
"13:36","EHU2024",12,138.25,2024-04-09
"13:36","EEZ2024",12,110.3,2024-04-09
"13:36","EHK2024",12,180.25,2024-04-09
"13:37","EDM2024",6,205,2024-04-09
"13:38","EAM2027",12,170.4,2024-04-09
"13:38","EAM2027",12,170.45,2024-04-09
"13:38","EAM2027",12,170.55,2024-04-09
"13:38","EEM2027",12,124.45,2024-04-09
"13:38","EEH2025",12,119.5,2024-04-09
"13:38","EDK2024",6,201.3,2024-04-09
"13:38","EHK2024",6,177.8,2024-04-09
"13:38","EAM2024",12,205,2024-04-09
"13:38","EEU2027",12,124.45,2024-04-09
"13:39","EDK2024",6,200,2024-04-09
"13:39","EEU2024",12,168.35,2024-04-09
"13:39","EEM2024",12,179.5,2024-04-09
"13:39","EEM2024",12,180.65,2024-04-09
"13:39","EEM2024",12,179.6,2024-04-09
"13:39","EEM2024",12,181,2024-04-09
"13:39","EHJ2024",12,190,2024-04-09
"13:39","EHM2024",12,177,2024-04-09
"13:39","EEM2024",12,179.15,2024-04-09
"13:39","EHK2024",12,175.75,2024-04-09
"13:39","EHM2024",12,176.1,2024-04-09
"13:39","EEH2025",10,118.5,2024-04-09
"13:39","EEH2025",2,118.5,2024-04-09
"13:39","EHJ2024",12,189.85,2024-04-09
"13:39","EDJ2024",12,210.95,2024-04-09
"13:39","EHU2024",12,136.4,2024-04-09
"13:39","EHU2024",12,135.95,2024-04-09
"13:40","EHK2024",12,176.65,2024-04-09
"13:41","EEH2027",12,94.9,2024-04-09
"13:41","EDK2024",12,197,2024-04-09
"13:41","EEH2025",1,118,2024-04-09
"13:41","EEZ2024",1,109.5,2024-04-09
"13:41","EDM2024",12,201.4,2024-04-09
"13:41","EDM2024",12,201.5,2024-04-09
"13:41","EDM2024",6,200.15,2024-04-09
"13:41","EHM2024",6,173.15,2024-04-09
"13:41","EHM2024",6,172.85,2024-04-09
"13:41","EDM2024",6,200.15,2024-04-09
"13:42","EHN2024",12,182.55,2024-04-09
"13:42","EAM2024",12,202.9,2024-04-09
"13:42","EHK2024",6,174.6,2024-04-09
"13:42","EDK2024",6,198.1,2024-04-09
"13:42","EDK2024",6,198.1,2024-04-09
"13:42","EHK2024",6,174.6,2024-04-09
"13:42","EDK2024",12,198.95,2024-04-09
"13:43","EDK2024",12,195.15,2024-04-09
