"time_aedt","code","volume","price_doll_mwh","date"
"10:01","BVM2026",20,0,2024-06-20
"10:01","BVH2026",20,0,2024-06-20
"10:01","BVU2026",20,0,2024-06-20
"10:01","HVZ2026",20,74.5,2024-06-20
"10:03","HVM2026",10,77,2024-06-20
"10:03","BVM2026",10,0,2024-06-20
"10:03","BVH2026",10,0,2024-06-20
"10:03","BVZ2025",10,0,2024-06-20
"10:03","BVU2025",10,0,2024-06-20
"10:03","HVM2026",10,78,2024-06-20
"10:03","BVM2026",10,0,2024-06-20
"10:03","BVH2026",10,0,2024-06-20
"10:03","BVZ2025",10,0,2024-06-20
"10:03","BVU2025",10,0,2024-06-20
"10:04","BVZ2026",10,0,2024-06-20
"10:04","BVM2026",10,0,2024-06-20
"10:04","BVH2026",10,0,2024-06-20
"10:04","BVU2026",10,0,2024-06-20
"10:04","HVZ2026",10,74.5,2024-06-20
"10:06","HVM2026",10,77.5,2024-06-20
"10:06","BVM2026",10,0,2024-06-20
"10:06","BVH2026",10,0,2024-06-20
"10:06","BVZ2025",10,0,2024-06-20
"10:06","BVU2025",10,0,2024-06-20
"10:08","BVZ2024",2,58.28,2024-06-20
"10:08","BVU2024",2,106.38,2024-06-20
"10:08","BVM2025",2,94.93,2024-06-20
"10:08","HVM2025",2,85,2024-06-20
"10:08","BVH2025",2,80.42,2024-06-20
"10:10","BVU2024",5,105,2024-06-20
"10:10","BNU2024",5,134.5,2024-06-20
"10:17","GVU2024",5,9.5,2024-06-20
"10:24","BQU2024",5,105,2024-06-20
"10:26","BQU2024",3,105.55,2024-06-20
"10:32","HVZ2025",15,81.5,2024-06-20
"10:32","BVM2025",15,0,2024-06-20
"10:32","BVH2025",15,0,2024-06-20
"10:32","BVZ2025",15,0,2024-06-20
"10:32","BVU2025",15,0,2024-06-20
"10:40","GVM2024",2,7,2024-06-20
"10:40","GVM2024",2,7,2024-06-20
"10:40","GVM2024",2,7,2024-06-20
"10:40","GVM2024",2,7,2024-06-20
"10:40","GVM2024",2,7,2024-06-20
"10:40","GVM2024",2,7,2024-06-20
"10:40","GVM2024",1,7,2024-06-20
"10:41","HVZ2025",10,81.5,2024-06-20
"10:41","BVM2025",10,0,2024-06-20
"10:41","BVH2025",10,0,2024-06-20
"10:41","BVZ2025",10,0,2024-06-20
"10:41","BVU2025",10,0,2024-06-20
"10:41","GVM2024",5,7.5,2024-06-20
"10:42","HVZ2025",5,81.5,2024-06-20
"10:42","BVM2025",5,0,2024-06-20
"10:42","BVH2025",5,0,2024-06-20
"10:42","BVZ2025",5,0,2024-06-20
"10:42","BVU2025",5,0,2024-06-20
"10:43","HVM2026",5,77.5,2024-06-20
"10:43","BVM2026",5,0,2024-06-20
"10:43","BVH2026",5,0,2024-06-20
"10:43","BVZ2025",5,0,2024-06-20
"10:43","BVU2025",5,0,2024-06-20
"10:45","BVH2025",1,81,2024-06-20
"10:48","HVZ2025",2,81.5,2024-06-20
"10:48","BVM2025",2,0,2024-06-20
"10:48","BVH2025",2,0,2024-06-20
"10:48","BVZ2025",2,0,2024-06-20
"10:48","BVU2025",2,0,2024-06-20
"10:48","BNM2026",2,0,2024-06-20
"10:48","BNU2026",2,0,2024-06-20
"10:48","BNZ2026",2,0,2024-06-20
"10:48","HNZ2026",2,131,2024-06-20
"10:48","BNH2026",2,0,2024-06-20
"10:49","BVM2025",1,96,2024-06-20
"10:50","BVH2025",1,80.5,2024-06-20
"10:50","BVZ2025",1,53.5,2024-06-20
"10:50","BVM2025",1,96,2024-06-20
"10:51","BVH2025",2,80.25,2024-06-20
"10:53","BVM2025",2,96,2024-06-20
"10:57","HVZ2025",2,81.5,2024-06-20
"10:57","BVM2025",2,0,2024-06-20
"10:57","BVH2025",2,0,2024-06-20
"10:57","BVZ2025",2,0,2024-06-20
"10:57","BVU2025",2,0,2024-06-20
"11:05","BQH2027",2,0,2024-06-20
"11:05","BQM2027",2,0,2024-06-20
"11:05","HQZ2027",2,101,2024-06-20
"11:05","BQU2027",2,0,2024-06-20
"11:05","BQZ2027",2,0,2024-06-20
"11:08","BVZ2024",2,0,2024-06-20
"11:08","BVU2024",2,0,2024-06-20
"11:08","BVM2025",2,0,2024-06-20
"11:08","HVM2025",2,85.3,2024-06-20
"11:08","BVH2025",2,0,2024-06-20
"11:23","GQZ2026",1,18.4,2024-06-20
"11:23","RQZ2026",1,23.5,2024-06-20
"11:23","GQU2026",1,15.92,2024-06-20
"11:23","GQM2026",1,16.02,2024-06-20
"11:23","GQH2026",1,44.02,2024-06-20
"11:24","GQZ2026",1,18.02,2024-06-20
"11:24","RQZ2026",1,23,2024-06-20
"11:24","GQU2026",1,15.58,2024-06-20
"11:24","GQM2026",1,15.68,2024-06-20
"11:24","GQH2026",1,43.08,2024-06-20
"11:25","GQH2025",5,0,2024-06-20
"11:25","GQZ2025",5,0,2024-06-20
"11:25","GQU2025",5,0,2024-06-20
"11:25","GQM2025",5,0,2024-06-20
"11:25","RQZ2025",5,24.5,2024-06-20
"11:25","GQH2025",1,46.28,2024-06-20
"11:25","GQZ2025",1,17.94,2024-06-20
"11:25","GQU2025",1,17.18,2024-06-20
"11:25","GQM2025",1,16.99,2024-06-20
"11:25","RQZ2025",1,24.5,2024-06-20
"11:27","GVM2024",1,8,2024-06-20
"11:27","GVM2024",3,8,2024-06-20
"11:27","GVM2024",1,8,2024-06-20
"11:27","GVM2024",2,8,2024-06-20
"11:28","GVM2024",4,8,2024-06-20
"11:28","GVM2024",2,8,2024-06-20
"11:28","GVM2024",3,8,2024-06-20
"11:39","GVM2024",3,8,2024-06-20
"11:45","BQM2024",5,102,2024-06-20
