"time_aedt","code","volume","price_doll_mwh","date"
"10:11","BQM2025",2,0,2024-10-10
"10:11","BQH2025",2,0,2024-10-10
"10:11","BQZ2025",2,0,2024-10-10
"10:11","BQU2025",2,0,2024-10-10
"10:42","GVH2025",14,28.1,2024-10-10
"10:42","BVH2025",14,67,2024-10-10
"11:11","GVZ2024",10,5.75,2024-10-10
"11:11","BVZ2024",10,33,2024-10-10
"11:13","GVZ2024",2,6,2024-10-10
"11:14","BVU2025",5,81.5,2024-10-10
"11:15","GVZ2024",5,6,2024-10-10
"11:15","BVZ2024",5,33.5,2024-10-10
"11:16","BVU2025",5,81.5,2024-10-10
"11:19","BVZ2025",2,46.75,2024-10-10
"11:28","BQZ2024",5,92,2024-10-10
"11:28","GQZ2024",5,17.75,2024-10-10
"11:29","BVU2025",5,81.75,2024-10-10
"11:34","BVZ2024",2,33.5,2024-10-10
"11:37","BQZ2024",5,93,2024-10-10
"11:37","GQZ2024",5,18.25,2024-10-10
"11:37","BNZ2024",1,95.75,2024-10-10
"11:40","BNZ2025",2,97,2024-10-10
"11:42","BQZ2024",2,93.5,2024-10-10
"11:43","BQZ2024",2,93.5,2024-10-10
"11:45","BQZ2024",5,93.5,2024-10-10
"11:45","BNM2026",3,0,2024-10-10
"11:45","BNU2026",3,0,2024-10-10
"11:45","BNZ2026",3,0,2024-10-10
"11:45","HNZ2026",3,116.5,2024-10-10
"11:45","BNH2026",3,0,2024-10-10
"11:47","BNZ2024",1,96.25,2024-10-10
"11:53","BNM2026",2,124.95,2024-10-10
"11:59","BNU2026",2,121.75,2024-10-10
"11:59","BNM2026",2,125.25,2024-10-10
"12:00","BNM2026",3,0,2024-10-10
"12:00","BNU2026",3,0,2024-10-10
"12:00","BNZ2026",3,0,2024-10-10
"12:00","HNZ2026",3,116.8,2024-10-10
"12:00","BNH2026",3,0,2024-10-10
"12:04","BNH2026",2,119.2,2024-10-10
"12:04","BNU2026",2,121.75,2024-10-10
"12:07","GVH2025",1,28.1,2024-10-10
"12:10","BNH2026",5,119.75,2024-10-10
"12:10","BNZ2024",3,96.25,2024-10-10
"12:11","BVH2025",2,66.5,2024-10-10
"12:12","BVZ2024",1,33.05,2024-10-10
"12:13","BVU20250006500P",10,3.87,2024-10-10
"12:13","BVU20250009500C",10,0.01,2024-10-10
"12:13","BVU2025",2,81.5,2024-10-10
"12:14","BNZ2025",1,97,2024-10-10
"12:15","BVH2025",2,66,2024-10-10
"12:18","GVZ2024",2,5.75,2024-10-10
"12:18","BVZ2024",2,33.5,2024-10-10
"12:18","GVZ2024",5,5.75,2024-10-10
"12:18","BVZ2024",5,33.5,2024-10-10
"12:21","BVH2025",1,66.05,2024-10-10
"12:21","BVU20250006500P",10,7.47,2024-10-10
"12:21","BVU20250009500C",10,11.33,2024-10-10
"12:21","BVU2025",2,81.5,2024-10-10
"12:23","BNH2026",2,119.5,2024-10-10
"12:23","GVZ2024",3,6,2024-10-10
"12:23","BVZ2024",3,33.75,2024-10-10
"12:25","BNZ2025",1,97,2024-10-10
"12:26","BNH2026",10,119.25,2024-10-10
"12:31","HVZ2025",2,70.75,2024-10-10
"12:31","BVM2025",2,88.69,2024-10-10
"12:31","BVH2025",2,66.58,2024-10-10
"12:31","BVZ2025",2,46.45,2024-10-10
"12:31","BVU2025",2,81.38,2024-10-10
"12:33","BQM2026",1,94.25,2024-10-10
"12:35","BVU2025",10,81.75,2024-10-10
"12:35","GVU2025",20,14.35,2024-10-10
"12:39","BNZ2024",1,95,2024-10-10
"12:43","BVU20250009500C",10,0.01,2024-10-10
"12:43","BVU2025",2,81.5,2024-10-10
"12:43","BVU20250006500P",10,3.87,2024-10-10
"13:17","HQZ2025",1,101.04,2024-10-10
"13:17","BQM2025",1,0,2024-10-10
"13:17","BQH2025",1,0,2024-10-10
"13:17","BQZ2025",1,0,2024-10-10
"13:17","BQU2025",1,0,2024-10-10
"13:30","EEZ2028",6,77,2024-10-10
"13:30","EDG2025",6,184.2,2024-10-10
"13:30","EAZ2024",6,95.45,2024-10-10
"13:30","EDX2024",6,110,2024-10-10
"13:30","EDZ2024",6,96.5,2024-10-10
"13:30","EDV2024",6,76.5,2024-10-10
"13:30","EAM2028",12,190,2024-10-10
"13:30","EAU2028",12,190,2024-10-10
"13:30","EEZ2024",5,81.3,2024-10-10
"13:32","EAZ2025",12,134,2024-10-10
"13:32","EDG2025",6,183.7,2024-10-10
"13:32","EDG2025",6,183,2024-10-10
"13:33","EDG2025",6,183,2024-10-10
"13:33","EDX2024",12,108,2024-10-10
"13:33","EDZ2024",12,95,2024-10-10
"13:34","EDV2024",12,76,2024-10-10
"13:34","EHV2024",12,67,2024-10-10
"13:34","EHV2024",12,66.1,2024-10-10
"13:34","EDZ2024",12,95.55,2024-10-10
"13:34","EDX2024",6,108.65,2024-10-10
"13:34","EDX2024",6,108.65,2024-10-10
"13:34","EEH2025",6,140.6,2024-10-10
"13:34","EDZ2024",12,94.7,2024-10-10
"13:35","EEZ2024",4,80,2024-10-10
"13:35","EDF2025",12,126.9,2024-10-10
"13:35","EDF2025",12,126.95,2024-10-10
"13:35","EDF2025",12,126.3,2024-10-10
"13:35","EDF2025",12,126.75,2024-10-10
"13:35","EDF2025",12,126.25,2024-10-10
"13:35","EAH2025",1,167.5,2024-10-10
"13:35","EAH2025",12,168.7,2024-10-10
"13:35","EAH2025",12,169.85,2024-10-10
"13:35","EAH2025",12,167.5,2024-10-10
"13:35","EAH2028",11,140.5,2024-10-10
"13:35","EAH2025",24,167.55,2024-10-10
"13:35","EAH2025",12,166.65,2024-10-10
"13:35","EAH2025",12,166.6,2024-10-10
"13:35","EDF2025",12,123.3,2024-10-10
"13:35","EDH2025",12,196.1,2024-10-10
"13:36","HVZ2025",1,70.25,2024-10-10
"13:36","BVM2025",1,0,2024-10-10
"13:36","BVH2025",1,0,2024-10-10
"13:36","BVZ2025",1,0,2024-10-10
"13:36","BVU2025",1,0,2024-10-10
"13:36","BVU2025",1,81.5,2024-10-10
"13:36","BVU2025",1,81.5,2024-10-10
"13:36","EAZ2026",12,122.5,2024-10-10
"13:36","EAZ2026",24,122.55,2024-10-10
"13:37","EEM2025",12,222.45,2024-10-10
"13:37","EEM2025",12,220,2024-10-10
"13:37","EEM2025",12,222.05,2024-10-10
"13:37","EEU2025",12,221.45,2024-10-10
"13:37","EEU2025",12,221.5,2024-10-10
"13:37","EEU2025",12,222.05,2024-10-10
"13:37","EEU2025",12,225,2024-10-10
"13:37","EEM2025",12,225,2024-10-10
"13:37","EHG2025",12,147.1,2024-10-10
"13:37","EHG2025",12,147.2,2024-10-10
"13:37","BNZ2026",5,99,2024-10-10
"13:37","EHG2025",12,145.85,2024-10-10
"13:37","EHG2025",12,146,2024-10-10
"13:37","EEH2025",12,138,2024-10-10
"13:37","EAM2025",12,253.3,2024-10-10
"13:37","BNU2025",2,118,2024-10-10
"13:37","EAM2025",12,255.95,2024-10-10
"13:38","EEZ2026",12,94.95,2024-10-10
"13:38","EEH2026",12,126.65,2024-10-10
"13:40","EEH2028",24,106.05,2024-10-10
"13:40","EEH2028",12,107.7,2024-10-10
"13:40","EEH2028",12,107.85,2024-10-10
"13:40","EEH2027",12,113.3,2024-10-10
"13:40","EEZ2027",12,86,2024-10-10
"13:40","EAH2026",12,159.65,2024-10-10
"13:40","EDZ2024",12,93.65,2024-10-10
"13:40","EEH2027",12,113.3,2024-10-10
"13:40","EEH2027",12,113.7,2024-10-10
"13:40","EEH2027",12,113.95,2024-10-10
"13:40","EEZ2027",12,86,2024-10-10
"13:40","EEZ2027",12,86.25,2024-10-10
"13:41","EHX2024",12,91.35,2024-10-10
"13:41","EHX2024",12,91.3,2024-10-10
"13:41","EHX2024",12,91.1,2024-10-10
"13:41","EHX2024",12,91.05,2024-10-10
"13:41","EAH2025",12,167.05,2024-10-10
"13:42","EHF2025",12,111.5,2024-10-10
"13:42","EHF2025",12,111.6,2024-10-10
"13:42","EHF2025",24,111.95,2024-10-10
"13:42","EDF2025",12,126.4,2024-10-10
"13:42","EHF2025",12,112.35,2024-10-10
"13:44","EEU2026",12,170.95,2024-10-10
"13:44","EEM2026",10,170.95,2024-10-10
"13:44","EAM2026",12,208,2024-10-10
"13:44","EAM2026",12,208.05,2024-10-10
"13:44","EAM2026",6,208,2024-10-10
"13:44","EAU2026",12,208,2024-10-10
"13:44","EAU2026",12,208.05,2024-10-10
"13:44","EAU2026",6,208,2024-10-10
"13:45","BNZ2025",2,96.25,2024-10-10
"13:45","BQU2025",2,93.05,2024-10-10
"13:46","EAH2028",1,141.5,2024-10-10
"13:46","EAM2028",12,193.1,2024-10-10
"13:46","EAM2028",12,194.6,2024-10-10
"13:46","EAM2028",12,194.7,2024-10-10
"13:46","EAM2028",12,194.8,2024-10-10
"13:46","EAU2028",12,193.1,2024-10-10
"13:46","EAU2028",12,194.6,2024-10-10
"13:46","EAU2028",12,194.75,2024-10-10
"13:46","BVU2025",2,81.25,2024-10-10
"13:46","EDX2024",6,106.95,2024-10-10
"13:46","EDX2024",12,106.9,2024-10-10
"13:46","EDZ2024",12,93.6,2024-10-10
"13:46","EDZ2024",12,93.15,2024-10-10
"13:46","EDZ2024",12,92.95,2024-10-10
"13:46","EEU2028",12,156.9,2024-10-10
"13:46","EEM2028",12,156.9,2024-10-10
"13:46","EAZ2024",6,92.9,2024-10-10
"13:46","BNH2025",3,110.75,2024-10-10
"13:47","BNH2025",2,110.5,2024-10-10
"13:47","BQU2025",1,93.05,2024-10-10
"13:47","EAZ2026",12,125.15,2024-10-10
"13:47","EAZ2026",12,125.4,2024-10-10
"13:47","EAZ2026",12,125.5,2024-10-10
"13:47","EAZ2026",12,125.75,2024-10-10
"13:47","EDV2024",12,77.1,2024-10-10
"13:47","EAZ2026",12,126.8,2024-10-10
"13:47","EEZ2026",12,96.8,2024-10-10
"13:47","EEZ2026",12,96.8,2024-10-10
"13:47","EEZ2026",12,96.8,2024-10-10
"13:47","EDX2024",12,106.45,2024-10-10
"13:47","EAU2028",12,196.5,2024-10-10
"13:47","EAM2028",12,196.5,2024-10-10
"13:47","EAZ2028",10,107.1,2024-10-10
"13:47","BQZ2025",1,85,2024-10-10
"13:48","EAU2027",24,202.6,2024-10-10
"13:48","EAU2027",12,202.65,2024-10-10
"13:48","EAU2027",12,202.9,2024-10-10
"13:48","EEM2025",12,230.7,2024-10-10
"13:48","EEM2025",12,231.1,2024-10-10
"13:48","EEM2025",12,230.1,2024-10-10
"13:48","EEM2025",12,229.5,2024-10-10
"13:48","EAM2025",12,257.1,2024-10-10
"13:49","EAM2025",12,257.5,2024-10-10
"13:49","EEU2025",12,229.45,2024-10-10
"13:50","EEM2025",12,231.45,2024-10-10
"13:50","EAM2027",12,199.55,2024-10-10
"13:50","EAM2027",12,200.25,2024-10-10
"13:51","EEZ2026",12,96.75,2024-10-10
"13:51","EAZ2026",12,124.1,2024-10-10
"13:53","EHZ2024",24,82.1,2024-10-10
"13:53","EHZ2024",12,82.15,2024-10-10
"13:53","EHZ2024",12,82.55,2024-10-10
"13:53","EEZ2024",3,79.4,2024-10-10
"13:54","EAZ2028",12,107.1,2024-10-10
"13:55","EHZ2024",12,79.95,2024-10-10
"13:55","EHZ2024",12,80.35,2024-10-10
"13:55","EHZ2024",24,79.65,2024-10-10
"13:55","EEZ2024",12,79,2024-10-10
"13:55","EDX2024",12,106.4,2024-10-10
"13:55","EDX2024",12,108,2024-10-10
"13:55","EHX2024",4,91,2024-10-10
"13:55","EDX2024",6,108,2024-10-10
"13:55","EAH2026",6,160,2024-10-10
"13:55","EAH2026",12,160.4,2024-10-10
"13:55","EAZ2027",6,113.7,2024-10-10
"13:55","EEZ2027",6,87.65,2024-10-10
"13:56","EAZ2027",6,114,2024-10-10
"13:56","EEZ2027",6,87.65,2024-10-10
"13:56","EAM2025",12,258,2024-10-10
"13:56","EEM2027",12,160.45,2024-10-10
"13:56","EEM2027",12,160.5,2024-10-10
"13:56","EEU2027",12,160.45,2024-10-10
"13:56","EEU2027",12,160.5,2024-10-10
"13:57","EAU2025",12,254.6,2024-10-10
"13:57","EAU2025",12,251.5,2024-10-10
"13:57","EAU2025",12,254.7,2024-10-10
"13:57","EAU2025",12,254.8,2024-10-10
"13:57","EAU2025",12,253,2024-10-10
"13:57","EAU2025",12,251.95,2024-10-10
"13:58","BVM2025",1,88.75,2024-10-10
"13:58","BVM2025",1,88.75,2024-10-10
"13:58","EAU2026",6,208,2024-10-10
"13:59","EAU2025",12,253,2024-10-10
"14:01","BVH2025",1,65.5,2024-10-10
"14:01","BVH2025",1,65.5,2024-10-10
"14:18","BVH2025",1,65.5,2024-10-10
"14:28","BQZ2024",5,93.5,2024-10-10
"14:37","BQZ2024",3,93.5,2024-10-10
"14:44","GVU2025",10,14.35,2024-10-10
"14:57","BVM2025",1,88.25,2024-10-10
"15:00","BVM2025",1,88.25,2024-10-10
"15:11","BSM2025",1,117,2024-10-10
"15:19","BNM2026",1,124.85,2024-10-10
"15:19","BNU2026",1,121.64,2024-10-10
"15:19","BNZ2026",1,100.18,2024-10-10
"15:19","HNZ2026",1,116.4,2024-10-10
"15:19","BNH2026",1,119.08,2024-10-10
"15:28","BNH2026",4,119.5,2024-10-10
"15:30","GNZ2024",3,28.25,2024-10-10
"15:30","BNH2025",1,111.2,2024-10-10
"15:30","BQH2025",3,126.35,2024-10-10
"15:30","BNH2025",1,111.2,2024-10-10
"15:30","BQH2025",1,126.35,2024-10-10
"15:30","BQH2025",2,126.35,2024-10-10
"15:30","BQH2025",1,126.35,2024-10-10
"15:30","BQH2025",2,126.35,2024-10-10
"15:30","BQH2025",1,126.35,2024-10-10
"15:30","BVH2025",1,65.5,2024-10-10
"15:30","BNH2025",1,111.2,2024-10-10
"15:30","BNH2025",1,111.2,2024-10-10
"15:30","BNH2025",1,111.2,2024-10-10
"15:30","BNH2025",1,111.2,2024-10-10
"15:30","BNH2025",1,111.2,2024-10-10
"15:30","BNH2025",1,111.2,2024-10-10
"15:31","BNH2025",2,111.2,2024-10-10
"15:31","BNH2025",1,111.2,2024-10-10
"15:31","BVH2025",1,65.5,2024-10-10
"15:31","BVH2025",1,65.5,2024-10-10
"15:31","BVH2025",1,65.5,2024-10-10
"15:31","BVH2025",1,65.5,2024-10-10
"15:31","BVH2025",1,65.5,2024-10-10
"15:31","BVH2025",1,65.5,2024-10-10
"15:31","BVH2025",1,65.5,2024-10-10
"15:31","BVH2025",1,65.5,2024-10-10
"15:31","BVH2025",1,65.5,2024-10-10
"15:31","BVH2025",1,65.5,2024-10-10
"15:31","BVM2025",1,88.25,2024-10-10
"15:33","GNZ2025",5,23.62,2024-10-10
"15:34","GQZ2024",5,18.5,2024-10-10
"15:39","BNM2026",1,125.25,2024-10-10
"15:41","BQH2025",1,126.85,2024-10-10
"15:41","BVZ2024",2,33.15,2024-10-10
"15:42","BNM2026",1,125.5,2024-10-10
"15:43","GVZ2024",2,6.25,2024-10-10
"15:45","GVZ2024",2,6.25,2024-10-10
"15:45","BQU2025",1,93.5,2024-10-10
"15:47","GNU2025",2,29,2024-10-10
"15:47","BNZ2026",1,99,2024-10-10
"15:47","BQM2026",1,94.25,2024-10-10
"15:48","BNM2026",1,125.5,2024-10-10
